Site,Variable,Model,mean_sdev,mean_coef
UK-KingsCollege,Qle,CNTL,0.9383391318437412,0.4259905625181153
UK-KingsCollege,Qle,WRF_LCZ,0.8863162455551918,0.43051927257379313
UK-KingsCollege,Qle,LI_LCZ,0.8769798375655078,0.4302687218281693
UK-KingsCollege,Qle,CESM_LCZ,0.8697114727946347,0.42544282520267546
UK-KingsCollege,Qtau,CNTL,0.849043372002799,0.751005969737589
UK-KingsCollege,Qtau,WRF_LCZ,0.8122723372273747,0.7397124206589143
UK-KingsCollege,Qtau,LI_LCZ,0.8053485755633405,0.7382303327349441
UK-KingsCollege,Qtau,CESM_LCZ,0.7971357481098853,0.7516947553792147
UK-Swindon,Rn,CNTL,0.945140133349895,0.9989381895300958
UK-Swindon,Rn,WRF_LCZ,0.9671947952736677,0.9990250172621818
UK-Swindon,Rn,LI_LCZ,0.9671620495146158,0.9990487174041526
UK-Swindon,Rn,CESM_LCZ,0.9671946191709002,0.9990786240248555
UK-Swindon,SWup,CNTL,0.9817846707472976,0.9883674796855391
UK-Swindon,SWup,WRF_LCZ,0.9817849373831371,0.9883678206910059
UK-Swindon,SWup,LI_LCZ,0.98178482458489,0.988367782613199
UK-Swindon,SWup,CESM_LCZ,0.9817848809248951,0.9883678252170267
UK-Swindon,LWup,CNTL,1.2474524364183006,0.9836466204870038
UK-Swindon,LWup,WRF_LCZ,1.1892816985584371,0.9888431669250406
UK-Swindon,LWup,LI_LCZ,1.1881572620931342,0.9890559629993576
UK-Swindon,LWup,CESM_LCZ,1.184324181608876,0.9890840900677248
UK-Swindon,Qh,CNTL,0.9126950704778014,0.9353032311082741
UK-Swindon,Qh,WRF_LCZ,0.7987586885021664,0.9103419602850604
UK-Swindon,Qh,LI_LCZ,0.8055404153924416,0.9115649546462673
UK-Swindon,Qh,CESM_LCZ,0.8043640579506328,0.9142115490539409
UK-Swindon,Qle,CNTL,1.0555139887148761,0.8096105920363863
UK-Swindon,Qle,WRF_LCZ,1.0349433423716505,0.8059455112178868
UK-Swindon,Qle,LI_LCZ,1.0351818436359665,0.80589561384721
UK-Swindon,Qle,CESM_LCZ,1.0305893511245972,0.8050877317119514
UK-Swindon,Qtau,CNTL,0.31704511932804885,0.7399532073157425
UK-Swindon,Qtau,WRF_LCZ,0.3088198791922798,0.7309099874193655
UK-Swindon,Qtau,LI_LCZ,0.3090301775808953,0.7310741649555945
UK-Swindon,Qtau,CESM_LCZ,0.30958101610731065,0.7339234761610486
US-Baltimore,Rn,CNTL,0.9110520086017704,0.9954494535452003
US-Baltimore,Rn,WRF_LCZ,0.9227970461710276,0.9955879104193573
US-Baltimore,Rn,LI_LCZ,0.9219288583610578,0.9955825057038852
US-Baltimore,Rn,CESM_LCZ,0.9219143238755954,0.9956131700900093
US-Baltimore,SWup,CNTL,1.155704719109383,0.9364268804064506
US-Baltimore,SWup,WRF_LCZ,1.1531040496066391,0.9376925958362253
US-Baltimore,SWup,LI_LCZ,1.153288360826535,0.9378103109940141
US-Baltimore,SWup,CESM_LCZ,1.1518041835927555,0.9380804314115004
US-Baltimore,LWup,CNTL,1.2478532583160016,0.966163679704361
US-Baltimore,LWup,WRF_LCZ,1.2243793895245247,0.9720766712368275
US-Baltimore,LWup,LI_LCZ,1.2254145968150403,0.9716944874998366
US-Baltimore,LWup,CESM_LCZ,1.2236991297978497,0.9715536460575415
US-Baltimore,Qh,CNTL,0.7800644705604663,0.7721252319416025
US-Baltimore,Qh,WRF_LCZ,0.7457288455295026,0.7523174555933807
US-Baltimore,Qh,LI_LCZ,0.753215886584144,0.7553887486136047
US-Baltimore,Qh,CESM_LCZ,0.7529365669261947,0.7572807288110796
US-Baltimore,Qle,CNTL,1.0048514765311596,0.666732622426246
US-Baltimore,Qle,WRF_LCZ,0.9973829843733152,0.6637986935316045
US-Baltimore,Qle,LI_LCZ,0.9983003223986509,0.663926680904656
US-Baltimore,Qle,CESM_LCZ,0.997290646948062,0.6636136710016236
US-Baltimore,Qtau,CNTL,0.3541303159578678,0.8659312462050833
US-Baltimore,Qtau,WRF_LCZ,0.3526749504961294,0.8622068106179634
US-Baltimore,Qtau,LI_LCZ,0.3528724724553907,0.8628942573690643
US-Baltimore,Qtau,CESM_LCZ,0.35337395392519466,0.862998451911585
US-Minneapolis1,Rn,CNTL,0.9792400621790853,0.9762017294131632
US-Minneapolis1,Rn,WRF_LCZ,0.9887544549671958,0.9761175966680086
US-Minneapolis1,Rn,LI_LCZ,0.9879199922154187,0.9760118797184993
US-Minneapolis1,Rn,CESM_LCZ,0.9876659118846375,0.9754020127121471
US-Minneapolis1,SWup,CNTL,0.76894380614983,0.909517237807962
US-Minneapolis1,SWup,WRF_LCZ,0.7659888062687705,0.9089556961477887
US-Minneapolis1,SWup,LI_LCZ,0.7652587547333993,0.9084301959913877
US-Minneapolis1,SWup,CESM_LCZ,0.7562593316480545,0.9067213253579285
US-Minneapolis1,LWup,CNTL,0.9767759090241255,0.9893183667603689
US-Minneapolis1,LWup,WRF_LCZ,0.9689872779425983,0.9880516574193878
US-Minneapolis1,LWup,LI_LCZ,0.9687716698656222,0.9882856447554301
US-Minneapolis1,LWup,CESM_LCZ,0.9677993209519323,0.9883899155945863
US-Minneapolis1,Qh,CNTL,0.616068174998743,0.862536843104765
US-Minneapolis1,Qh,WRF_LCZ,0.6043450638552752,0.8554986852739993
US-Minneapolis1,Qh,LI_LCZ,0.6094727417170811,0.8578759520361489
US-Minneapolis1,Qh,CESM_LCZ,0.612245827645341,0.8607409318627073
US-Minneapolis1,Qle,CNTL,1.419280046239891,0.8393022225938147
US-Minneapolis1,Qle,WRF_LCZ,1.3932105107736399,0.8370524230601976
US-Minneapolis1,Qle,LI_LCZ,1.3947532300926164,0.8370928363561512
US-Minneapolis1,Qle,CESM_LCZ,1.3886957245469105,0.8364721229543597
US-Minneapolis1,Qtau,CNTL,0.3501689974339154,0.8781515928877586
US-Minneapolis1,Qtau,WRF_LCZ,0.34955462093365913,0.878212271398207
US-Minneapolis1,Qtau,LI_LCZ,0.34977644657750834,0.878447002105833
US-Minneapolis1,Qtau,CESM_LCZ,0.3507248049102823,0.8782816319022119
US-Minneapolis2,Rn,CNTL,1.0256182961122429,0.9803060212447009
US-Minneapolis2,Rn,WRF_LCZ,1.0274200945724261,0.9797094844619291
US-Minneapolis2,Rn,LI_LCZ,1.0276589211549192,0.9796908678890183
US-Minneapolis2,Rn,CESM_LCZ,1.0275994430730209,0.9796791877346132
US-Minneapolis2,SWup,CNTL,0.7615059066709327,0.8920323757846669
US-Minneapolis2,SWup,WRF_LCZ,0.7611734071812416,0.8909231478951202
US-Minneapolis2,SWup,LI_LCZ,0.761172752410546,0.8908783244785022
US-Minneapolis2,SWup,CESM_LCZ,0.7611146671230186,0.8908156813302486
US-Minneapolis2,LWup,CNTL,0.8997087346171925,0.9828814404282686
US-Minneapolis2,LWup,WRF_LCZ,0.9056055331405144,0.9825425405017115
US-Minneapolis2,LWup,LI_LCZ,0.9055103499496122,0.9824608952062751
US-Minneapolis2,LWup,CESM_LCZ,0.9055732926875237,0.9824804438768756
US-Minneapolis2,Qh,CNTL,0.6900689353276434,0.6217195770888972
US-Minneapolis2,Qh,WRF_LCZ,0.6987100440380486,0.646673343377354
US-Minneapolis2,Qh,LI_LCZ,0.6983288086201915,0.6471945727137074
US-Minneapolis2,Qh,CESM_LCZ,0.6987521792007622,0.6477894934956293
US-Minneapolis2,Qle,CNTL,1.520471834987068,0.8905029393599005
US-Minneapolis2,Qle,WRF_LCZ,1.4956076545428518,0.887108149967967
US-Minneapolis2,Qle,LI_LCZ,1.4942948215609118,0.8869769443333599
US-Minneapolis2,Qle,CESM_LCZ,1.4931749596221153,0.8869034938745397
US-Minneapolis2,Qtau,CNTL,0.3633297703619455,0.8211738358667092
US-Minneapolis2,Qtau,WRF_LCZ,0.36898056679749364,0.827356778234672
US-Minneapolis2,Qtau,LI_LCZ,0.3691143740018414,0.8275676727780862
US-Minneapolis2,Qtau,CESM_LCZ,0.36932111301757964,0.8274969653755694
US-WestPhoenix,Rn,CNTL,0.9757634160417106,0.9988780249917104
US-WestPhoenix,Rn,WRF_LCZ,0.9949387096268423,0.9985908967221003
US-WestPhoenix,Rn,LI_LCZ,0.9921338906452004,0.9986041668697733
US-WestPhoenix,Rn,CESM_LCZ,0.991997703734856,0.998608531862611
US-WestPhoenix,SWup,CNTL,0.9897724512966987,0.9958408399258155
US-WestPhoenix,SWup,WRF_LCZ,0.9897724512966987,0.9958408399258155
US-WestPhoenix,SWup,LI_LCZ,0.9897724512966987,0.9958408399258155
US-WestPhoenix,SWup,CESM_LCZ,0.9897724512966987,0.9958408399258155
US-WestPhoenix,LWup,CNTL,1.0509911522125956,0.9958000101723482
US-WestPhoenix,LWup,WRF_LCZ,1.0039714914913145,0.9943545567842776
US-WestPhoenix,LWup,LI_LCZ,1.0079918271611075,0.994652622607724
US-WestPhoenix,LWup,CESM_LCZ,1.0076501188743006,0.9946915253915388
US-WestPhoenix,Qh,CNTL,1.0415668727098741,0.939675565253341
US-WestPhoenix,Qh,WRF_LCZ,0.9865302344399928,0.9310725994158905
US-WestPhoenix,Qh,LI_LCZ,0.9969564231475989,0.9326959057458012
US-WestPhoenix,Qh,CESM_LCZ,0.9972830210002285,0.933200946688048
US-WestPhoenix,Qle,CNTL,0.6322762723716252,0.33418395545356616
US-WestPhoenix,Qle,WRF_LCZ,0.6371853117612305,0.3325685633719896
US-WestPhoenix,Qle,LI_LCZ,0.6356641228164622,0.3327844394510967
US-WestPhoenix,Qle,CESM_LCZ,0.6355488506660323,0.33278180639809607
US-WestPhoenix,Qtau,CNTL,0.7148454245440374,0.8371439111714223
US-WestPhoenix,Qtau,WRF_LCZ,0.7107978630791667,0.8339201060829478
US-WestPhoenix,Qtau,LI_LCZ,0.711043114138384,0.834700953011346
US-WestPhoenix,Qtau,CESM_LCZ,0.7108190732928208,0.8347507284091641
