Site,Variable,Model,mean_sdev,mean_coef
PL-Narutowicza,Qtau,CNTL,,
PL-Narutowicza,Qtau,WRF_LCZ,,
PL-Narutowicza,Qtau,LI_LCZ,,
PL-Narutowicza,Qtau,CESM_LCZ,,
SG-TelokKurau06,Rn,CNTL,0.8979931086474252,0.9976033379128861
SG-TelokKurau06,Rn,WRF_LCZ,0.9446466892079773,0.9980285685383958
SG-TelokKurau06,Rn,LI_LCZ,0.9422719201822405,0.99798153484871
SG-TelokKurau06,Rn,CESM_LCZ,0.9419854919462289,0.9979795146551281
SG-TelokKurau06,SWup,CNTL,1.067568735102843,0.9932088786548662
SG-TelokKurau06,SWup,WRF_LCZ,1.067568735102843,0.9932088786548662
SG-TelokKurau06,SWup,LI_LCZ,1.067568735102843,0.9932088786548662
SG-TelokKurau06,SWup,CESM_LCZ,1.067568735102843,0.9932088786548662
SG-TelokKurau06,LWup,CNTL,2.0303357596701215,0.9771975105474207
SG-TelokKurau06,LWup,WRF_LCZ,1.6371104103801966,0.9819545769152066
SG-TelokKurau06,LWup,LI_LCZ,1.6607745710949942,0.9822673043986907
SG-TelokKurau06,LWup,CESM_LCZ,1.6629427000208292,0.982269088298352
SG-TelokKurau06,Qh,CNTL,1.0989621994033743,0.9639500419765819
SG-TelokKurau06,Qh,WRF_LCZ,0.9494854395753195,0.9561171591253126
SG-TelokKurau06,Qh,LI_LCZ,0.9625352939772126,0.9572694413487852
SG-TelokKurau06,Qh,CESM_LCZ,0.9643564700018878,0.9573976926226608
SG-TelokKurau06,Qle,CNTL,0.8226941901865498,0.5989538514778423
SG-TelokKurau06,Qle,WRF_LCZ,0.8016972578395606,0.5863991630691683
SG-TelokKurau06,Qle,LI_LCZ,0.8022047807347243,0.5868531631865179
SG-TelokKurau06,Qle,CESM_LCZ,0.8023327086157709,0.5870346884248592
SG-TelokKurau06,Qtau,CNTL,,
SG-TelokKurau06,Qtau,WRF_LCZ,,
SG-TelokKurau06,Qtau,LI_LCZ,,
SG-TelokKurau06,Qtau,CESM_LCZ,,
UK-KingsCollege,Rn,CNTL,0.9364626613142295,0.9994349190125686
UK-KingsCollege,Rn,WRF_LCZ,0.988246218520825,0.9992292717534914
UK-KingsCollege,Rn,LI_LCZ,0.9952804080424861,0.9991684196726889
UK-KingsCollege,Rn,CESM_LCZ,0.9967590429582859,0.999272853888038
UK-KingsCollege,SWup,CNTL,0.9577577831001998,0.9856639288585359
UK-KingsCollege,SWup,WRF_LCZ,0.9577577831001998,0.9856639288585359
UK-KingsCollege,SWup,LI_LCZ,0.9577577831001998,0.9856639288585359
UK-KingsCollege,SWup,CESM_LCZ,0.9577577831001998,0.9856639288585359
UK-KingsCollege,LWup,CNTL,1.1660673381533506,0.9801189284109161
UK-KingsCollege,LWup,WRF_LCZ,1.0544994427587298,0.9926904177658572
UK-KingsCollege,LWup,LI_LCZ,1.0422070838113286,0.9917974098804879
UK-KingsCollege,LWup,CESM_LCZ,1.0204653922551354,0.9927335731844334
UK-KingsCollege,Qh,CNTL,1.1718453058739577,0.8043495717798542
UK-KingsCollege,Qh,WRF_LCZ,0.8928339695539422,0.7630741606943346
UK-KingsCollege,Qh,LI_LCZ,0.8474869904179155,0.7427561206672709
UK-KingsCollege,Qh,CESM_LCZ,0.8196708923507677,0.7604959335141471
